fips,community,jurisdiction,oc_city,oc_municipality,oc_town,oc_suburb,oc_village,oc_neighbourhood
17031832100,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,Pine Grove
17031063301,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031061901,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031061800,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031060900,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,Pine Grove
17031061000,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031063302,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031060100,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031060300,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031060800,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,Pine Grove
17031061100,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031061500,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031062000,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031062100,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031062200,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031063000,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031062500,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031062600,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031062700,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031062800,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031062900,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031062400,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031063100,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031063200,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,Pine Grove
17031063400,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031060400,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031060500,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031832000,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031831900,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031828505,Lansing,Suburban Cook County,NA,Bloom Township,NA,NA,NA,NA
17031827902,Lansing,Suburban Cook County,NA,Thornton Township,Lansing,NA,NA,Bernice
17031828000,Lansing,Suburban Cook County,NA,Thornton Township,Lansing,NA,NA,NA
17031828100,Lansing,Suburban Cook County,NA,Thornton Township,Lansing,NA,NA,NA
17031828202,Lansing,Suburban Cook County,NA,Thornton Township,Lansing,NA,NA,NA
17031828201,Lansing,Suburban Cook County,NA,Thornton Township,Lansing,NA,NA,NA
17031824006,Lemont,Suburban Cook County,NA,Lemont Township,NA,NA,NA,NA
17031824005,Lemont,Suburban Cook County,NA,Lemont Township,Lemont,NA,NA,NA
17031824003,Lemont,Suburban Cook County,NA,Lemont Township,Lemont,NA,NA,NA
17031490600,Lilydale,Chicago,Chicago,Lake Township,NA,NA,NA,Lilydale
17031834000,Lilydale,Chicago,Chicago,Lake Township,NA,NA,NA,Lilydale
17031071700,Lincoln Park,Chicago,Chicago,NA,NA,Lincoln Park,NA,Belgravia Terrace
17031071600,Lincoln Park,Chicago,Chicago,NA,NA,Lincoln Park,NA,Belgravia Terrace
17031070101,Lincoln Park,Chicago,Chicago,Lake View Township,NA,Lincoln Park,NA,NA
17031070102,Lincoln Park,Chicago,Chicago,Lake View Township,NA,Lincoln Park,NA,NA
17031071400,Lincoln Park,Chicago,Chicago,Lake View Township,NA,Lincoln Park,NA,NA
17031071500,Lincoln Park,Chicago,Chicago,Lake View Township,NA,Lincoln Park,NA,NA
17031071800,Lincoln Park,Chicago,Chicago,NA,NA,Lincoln Park,NA,Belgravia Terrace
17031080100,Lincoln Park,Chicago,Chicago,NA,NA,Lincoln Park,NA,NA
17031070200,Lincoln Park,Chicago,Chicago,Lake View Township,NA,Lincoln Park,NA,NA
17031070300,Lincoln Park,Chicago,Chicago,Lake View Township,NA,Lincoln Park,NA,NA
17031070400,Lincoln Park,Chicago,Chicago,Lake View Township,NA,Lincoln Park,NA,NA
17031070500,Lincoln Park,Chicago,Chicago,Lake View Township,NA,Lincoln Park,NA,NA
17031070600,Lincoln Park,Chicago,Chicago,Lake View Township,NA,Lincoln Park,NA,NA
17031070700,Lincoln Park,Chicago,Chicago,Lake View Township,NA,Lincoln Park,NA,NA
17031071100,Lincoln Park,Chicago,Chicago,NA,NA,Lincoln Park,NA,NA
17031071000,Lincoln Park,Chicago,Chicago,NA,NA,Lincoln Park,NA,NA
17031071200,Lincoln Park,Chicago,Chicago,NA,NA,Lincoln Park,NA,Mid-North District
17031071300,Lincoln Park,Chicago,Chicago,NA,NA,Lincoln Park,NA,Mid-North District
17031832500,Lincoln Park,Chicago,Chicago,NA,NA,Lincoln Park,NA,NA
17031070103,Lincoln Park,Chicago,Chicago,Lake View Township,NA,Lincoln Park,NA,NA
17031832600,Lincoln Park,Chicago,Chicago,NA,NA,Lincoln Park,NA,NA
17031040900,Lincoln Square,Chicago,Chicago,Lake View Township,NA,Lincoln Square,NA,West Ravenswood
17031040401,Lincoln Square,Chicago,Chicago,Lake View Township,NA,Lincoln Square,NA,West Ravenswood
17031040202,Lincoln Square,Chicago,Chicago,Jefferson Township,NA,Lincoln Square,NA,Bowmanville
17031040201,Lincoln Square,Chicago,Chicago,Jefferson Township,NA,Lincoln Square,NA,Bowmanville
17031040402,Lincoln Square,Chicago,Chicago,Lake View Township,NA,Lincoln Square,NA,NA
17031040100,Lincoln Square,Chicago,Chicago,Lake View Township,NA,Lincoln Square,NA,NA
17031040300,Lincoln Square,Chicago,Chicago,Jefferson Township,NA,Lincoln Square,NA,Bowmanville
17031040600,Lincoln Square,Chicago,Chicago,Lake View Township,NA,Lincoln Square,NA,West Ravenswood
17031040700,Lincoln Square,Chicago,Chicago,Jefferson Township,NA,Lincoln Square,NA,Ravenswood Gardens
17031040800,Lincoln Square,Chicago,Chicago,Jefferson Township,NA,Lincoln Square,NA,Ravenswood Gardens
17031830800,Lincoln Square,Chicago,Chicago,Lake View Township,NA,Lincoln Square,NA,West Ravenswood
17031808001,Lincolnwood,Suburban Cook County,NA,Niles Township,NA,NA,Lincolnwood,NA
17031808002,Lincolnwood,Suburban Cook County,NA,Niles Township,NA,NA,Lincolnwood,NA
17031221200,Logan Square,Chicago,Chicago,NA,NA,Logan Square,NA,Simons
17031220901,Logan Square,Chicago,Chicago,Jefferson Township,NA,Logan Square,NA,Simons
17031220602,Logan Square,Chicago,Chicago,Jefferson Township,NA,Logan Square,NA,NA
17031220601,Logan Square,Chicago,Chicago,Jefferson Township,NA,Logan Square,NA,NA
17031832200,Logan Square,Chicago,Chicago,NA,NA,Logan Square,NA,Bucktown
17031220902,Logan Square,Chicago,Chicago,Jefferson Township,NA,Logan Square,NA,Pennock
17031222200,Logan Square,Chicago,Chicago,NA,NA,Logan Square,NA,Bucktown
17031222500,Logan Square,Chicago,Chicago,NA,NA,Logan Square,NA,NA
17031222600,Logan Square,Chicago,Chicago,NA,NA,Logan Square,NA,Simons
17031222900,Logan Square,Chicago,Chicago,Jefferson Township,NA,Logan Square,NA,Beat 2535
17031222700,Logan Square,Chicago,Chicago,Jefferson Township,NA,Logan Square,NA,Simons
17031222800,Logan Square,Chicago,Chicago,Jefferson Township,NA,Logan Square,NA,Simons
17031220701,Logan Square,Chicago,Chicago,Jefferson Township,NA,Logan Square,NA,NA
17031221000,Logan Square,Chicago,Chicago,Jefferson Township,NA,Logan Square,NA,Simons
17031221100,Logan Square,Chicago,Chicago,Jefferson Township,NA,Logan Square,NA,NA
17031221300,Logan Square,Chicago,Chicago,NA,NA,Logan Square,NA,NA
17031221500,Logan Square,Chicago,Chicago,NA,NA,Logan Square,NA,Bucktown
17031221400,Logan Square,Chicago,Chicago,NA,NA,Logan Square,NA,Bucktown
17031221600,Logan Square,Chicago,Chicago,NA,NA,Logan Square,NA,Bucktown
17031220300,Logan Square,Chicago,Chicago,NA,NA,Logan Square,NA,Maplewood
17031220400,Logan Square,Chicago,Chicago,NA,NA,Logan Square,NA,Maplewood
17031220500,Logan Square,Chicago,Chicago,NA,NA,Logan Square,NA,NA
17031830900,Logan Square,Chicago,Chicago,NA,NA,Logan Square,NA,NA
17031832300,Logan Square,Chicago,Chicago,NA,NA,Logan Square,NA,NA
17031220702,Logan Square,Chicago,Chicago,Jefferson Township,NA,Logan Square,NA,Pennock
17031831000,Logan Square,Chicago,Chicago,NA,NA,Logan Square,NA,NA
17031832400,Logan Square,Chicago,Chicago,NA,NA,Logan Square,NA,Bucktown
17031839000,Loop,Chicago,Chicago,NA,NA,Loop,NA,Printer's Row
17031839100,Loop,Chicago,Chicago,NA,NA,Loop,NA,NA
17031320100,Loop,Chicago,Chicago,NA,NA,Loop,NA,New East Side
17031320400,Loop,Chicago,Chicago,NA,NA,Loop,NA,NA
17031320600,Loop,Chicago,Chicago,NA,NA,Loop,NA,NA
17031320101,Loop,Chicago,Chicago,NA,NA,Loop,NA,New East Side
17031320102,Loop,Chicago,Chicago,NA,NA,Loop,NA,New East Side
17031310200,Lower West Side,Chicago,Chicago,NA,NA,Lower West Side,NA,NA
17031310300,Lower West Side,Chicago,Chicago,NA,NA,Lower West Side,NA,Pilsen
17031310400,Lower West Side,Chicago,Chicago,NA,NA,Lower West Side,NA,Pilsen
17031310500,Lower West Side,Chicago,Chicago,NA,NA,Lower West Side,NA,Pilsen
17031841300,Lower West Side,Chicago,Chicago,NA,NA,Lower West Side,NA,NA
17031310600,Lower West Side,Chicago,Chicago,NA,NA,Lower West Side,NA,Pilsen
17031310700,Lower West Side,Chicago,Chicago,NA,NA,Lower West Side,NA,Pilsen
17031310800,Lower West Side,Chicago,Chicago,NA,NA,Lower West Side,NA,NA
17031310900,Lower West Side,Chicago,Chicago,NA,NA,Lower West Side,NA,NA
17031841200,Lower West Side,Chicago,Chicago,NA,NA,Lower West Side,NA,NA
17031843200,Lower West Side,Chicago,Chicago,NA,NA,Lower West Side,NA,Canalport
17031828506,Lynwood,Suburban Cook County,NA,Bloom Township,NA,NA,Lynwood,NA
17031828508,Lynwood,Suburban Cook County,NA,Bloom Township,NA,NA,Lynwood,NA
17031828507,Lynwood,Suburban Cook County,NA,Bloom Township,NA,NA,Lynwood,NA
17031819100,Lyons,Suburban Cook County,NA,Lyons Township,Lyons,NA,NA,NA
17031819200,Lyons,Suburban Cook County,NA,Lyons Township,Lyons,NA,NA,NA
17031827600,Markham,Suburban Cook County,NA,Thornton Township,Markham,NA,NA,NA
17031824900,Markham,Suburban Cook County,NA,Bremen Township,Markham,NA,NA,NA
17031825600,Markham,Suburban Cook County,NA,Bremen Township,Markham,NA,NA,NA
17031830004,Matteson,Suburban Cook County,NA,Rich Township,Matteson,NA,NA,NA
17031830001,Matteson,Suburban Cook County,NA,Rich Township,Matteson,NA,NA,Maple Brook
17031830006,Matteson,Suburban Cook County,NA,Rich Township,Matteson,NA,NA,NA
17031830003,Matteson,Suburban Cook County,NA,Rich Township,Matteson,NA,NA,Michael John Manor
17031817300,Maywood,Suburban Cook County,NA,Proviso Township,Maywood,NA,NA,NA
17031817500,Maywood,Suburban Cook County,NA,Proviso Township,Maywood,NA,NA,NA
17031817200,Maywood,Suburban Cook County,NA,Proviso Township,Maywood,NA,NA,NA
17031817400,Maywood,Suburban Cook County,NA,Proviso Township,Maywood,NA,NA,NA
17031817600,Maywood,Suburban Cook County,NA,Proviso Township,Maywood,NA,NA,NA
17031817700,Maywood,Suburban Cook County,NA,Proviso Township,Maywood,NA,NA,NA
17031840400,McKinley Park,Chicago,Chicago,NA,NA,McKinley Park,NA,Mount Pleasant
17031590500,McKinley Park,Chicago,Chicago,NA,NA,McKinley Park,NA,Ducktown
17031590600,McKinley Park,Chicago,Chicago,NA,NA,McKinley Park,NA,Ducktown
17031590700,McKinley Park,Chicago,Chicago,NA,NA,McKinley Park,NA,NA
17031840300,McKinley Park,Chicago,Chicago,NA,NA,McKinley Park,NA,Ducktown
17031811301,Melrose Park,Suburban Cook County,NA,Leyden Township,NA,NA,NA,NA
17031816200,Melrose Park,Suburban Cook County,NA,Proviso Township,Melrose Park,NA,NA,NA
17031816300,Melrose Park,Suburban Cook County,NA,Proviso Township,Melrose Park,NA,NA,NA
17031816401,Melrose Park,Suburban Cook County,NA,Proviso Township,Melrose Park,NA,NA,NA
17031816402,Melrose Park,Suburban Cook County,NA,Proviso Township,Melrose Park,NA,NA,NA
17031816500,Melrose Park,Suburban Cook County,NA,Proviso Township,Melrose Park,NA,NA,NA
17031824701,Midlothian,Suburban Cook County,NA,Bremen Township,NA,NA,Midlothian,NA
17031824702,Midlothian,Suburban Cook County,NA,Bremen Township,NA,NA,Midlothian,NA
17031824601,Midlothian,Suburban Cook County,NA,Bremen Township,NA,NA,Midlothian,NA
17031180100,Montclare,Chicago,Chicago,Jefferson Township,NA,Montclare,NA,NA
17031831600,Montclare,Chicago,Chicago,Jefferson Township,NA,Montclare,NA,NA
17031491200,Morgan Park,Chicago,Chicago,Lake Township,NA,Morgan Park,NA,Roseland
17031750100,Morgan Park,Chicago,Chicago,Lake Township,NA,Morgan Park,NA,NA
17031750200,Morgan Park,Chicago,Chicago,Lake Township,NA,Morgan Park,NA,NA
17031750300,Morgan Park,Chicago,Chicago,Lake Township,NA,Morgan Park,NA,NA
17031750400,Morgan Park,Chicago,Chicago,Lake Township,NA,Morgan Park,NA,NA
17031750500,Morgan Park,Chicago,Chicago,Lake Township,NA,Morgan Park,NA,NA
17031750600,Morgan Park,Chicago,Chicago,Lake Township,NA,Morgan Park,NA,NA
17031808400,Morton Grove,Suburban Cook County,NA,Niles Township,NA,NA,Morton Grove,NA
17031805301,Morton Grove,Suburban Cook County,NA,Maine Township,NA,NA,Morton Grove,NA
17031805302,Morton Grove,Suburban Cook County,NA,Maine Township,NA,NA,Morton Grove,NA
17031808500,Morton Grove,Suburban Cook County,NA,Niles Township,NA,NA,Morton Grove,NA
17031808301,Morton Grove,Suburban Cook County,NA,Niles Township,NA,NA,Morton Grove,NA
17031808302,Morton Grove,Suburban Cook County,NA,Niles Township,NA,NA,Morton Grove,NA
17031808600,Morton Grove,Suburban Cook County,NA,Niles Township,NA,NA,Morton Grove,NA
17031823304,Mount Greenwood,Suburban Cook County,NA,Worth Township,NA,Mount Greenwood,Merrionette Park,NA
17031740100,Mount Greenwood,Chicago,Chicago,Lake Township,NA,Mount Greenwood,NA,NA
17031740200,Mount Greenwood,Chicago,Chicago,Lake Township,NA,Mount Greenwood,NA,NA
17031740300,Mount Greenwood,Chicago,Chicago,Lake Township,NA,Mount Greenwood,NA,NA
17031740400,Mount Greenwood,Chicago,Chicago,Lake Township,NA,Mount Greenwood,NA,NA
17031802701,Mount Prospect,Suburban Cook County,NA,Wheeling Township,Mount Prospect,NA,NA,NA
17031804901,Mount Prospect,Suburban Cook County,NA,Elk Grove Township,Mount Prospect,NA,NA,NA
17031805001,Mount Prospect,Suburban Cook County,NA,Elk Grove Township,Mount Prospect,NA,NA,NA
17031805002,Mount Prospect,Suburban Cook County,NA,Elk Grove Township,Mount Prospect,NA,NA,NA
17031805108,Mount Prospect,Suburban Cook County,NA,Elk Grove Township,Mount Prospect,NA,NA,NA
17031805111,Mount Prospect,Suburban Cook County,NA,Elk Grove Township,Mount Prospect,NA,NA,NA
17031802610,Mount Prospect,Suburban Cook County,NA,Wheeling Township,Mount Prospect,NA,NA,NA
17031802802,Mount Prospect,Suburban Cook County,NA,Wheeling Township,Mount Prospect,NA,NA,NA
17031080202,Near North Side,Chicago,Chicago,NA,NA,Near North Side,NA,Gold Coast
17031081300,Near North Side,Chicago,Chicago,NA,NA,Near North Side,NA,Streeterville
17031081000,Near North Side,Chicago,Chicago,NA,NA,Near North Side,NA,River North
17031081202,Near North Side,Chicago,Chicago,NA,NA,Near North Side,NA,Gold Coast
17031081401,Near North Side,Chicago,Chicago,NA,NA,Near North Side,NA,Streeterville
17031842200,Near North Side,Chicago,Chicago,NA,NA,Near North Side,NA,River North
17031081201,Near North Side,Chicago,Chicago,NA,NA,Near North Side,NA,Magnificent Mile
17031081403,Near North Side,Chicago,Chicago,NA,NA,Near North Side,NA,Streeterville
17031081402,Near North Side,Chicago,Chicago,NA,NA,Near North Side,NA,NA
17031080201,Near North Side,Chicago,Chicago,NA,NA,Near North Side,NA,Gold Coast
17031081700,Near North Side,Chicago,Chicago,NA,NA,Near North Side,NA,River North
17031081500,Near North Side,Chicago,Chicago,NA,NA,Near North Side,NA,River North
17031081600,Near North Side,Chicago,Chicago,NA,NA,Near North Side,NA,River North
17031081800,Near North Side,Chicago,Chicago,NA,NA,Near North Side,NA,River North
17031081900,Near North Side,Chicago,Chicago,NA,NA,Near North Side,NA,River North
17031080300,Near North Side,Chicago,Chicago,NA,NA,Near North Side,NA,Gold Coast
17031080400,Near North Side,Chicago,Chicago,NA,NA,Near North Side,NA,NA
17031081100,Near North Side,Chicago,Chicago,NA,NA,Near North Side,NA,Magnificent Mile
17031838300,Near North Side,Chicago,Chicago,NA,NA,Near North Side,NA,River North
17031841000,Near South Side,Chicago,Chicago,NA,NA,Near South Side,NA,NA
17031350100,Near South Side,Chicago,Chicago,NA,NA,Near South Side,NA,NA
17031330100,Near South Side,Chicago,Chicago,NA,NA,Near South Side,NA,NA
17031330200,Near South Side,Chicago,Chicago,NA,NA,Near South Side,NA,South Loop
17031330103,Near South Side,Chicago,Chicago,NA,NA,Near South Side,NA,South Loop
17031330102,Near South Side,Chicago,Chicago,NA,NA,Near South Side,NA,South Loop
17031330101,Near South Side,Chicago,Chicago,NA,NA,Near South Side,NA,NA
17031280800,Near West Side,Chicago,Chicago,NA,NA,Near West Side,NA,NA
17031280100,Near West Side,Chicago,Chicago,NA,NA,Near West Side,NA,NA
17031280400,Near West Side,Chicago,Chicago,NA,NA,Near West Side,NA,NA
17031280900,Near West Side,Chicago,Chicago,NA,NA,Near West Side,NA,NA
17031281900,Near West Side,Chicago,Chicago,NA,NA,Near West Side,NA,Greektown
17031282700,Near West Side,Chicago,Chicago,NA,NA,Near West Side,NA,Claremont Cottages
17031282800,Near West Side,Chicago,Chicago,NA,NA,Near West Side,NA,Claremont Cottages
17031283100,Near West Side,Chicago,Chicago,NA,NA,Near West Side,NA,University Village/Little Italy
17031283800,Near West Side,Chicago,Chicago,NA,NA,Near West Side,NA,University Village/Little Italy
17031833000,Near West Side,Chicago,Chicago,NA,NA,Near West Side,NA,NA
17031838000,Near West Side,Chicago,Chicago,NA,NA,Near West Side,NA,NA
17031837800,Near West Side,Chicago,Chicago,NA,NA,Near West Side,NA,NA
17031833100,Near West Side,Chicago,Chicago,NA,NA,Near West Side,NA,NA
17031838100,Near West Side,Chicago,Chicago,NA,NA,Near West Side,NA,NA
17031833300,Near West Side,Chicago,Chicago,NA,NA,Near West Side,NA,University Village/Little Italy
17031838200,Near West Side,Chicago,Chicago,NA,NA,Near West Side,NA,Illinois Medical District
17031283200,Near West Side,Chicago,Chicago,NA,NA,Near West Side,NA,University Village/Little Italy
17031842900,Near West Side,Chicago,Chicago,NA,NA,Near West Side,NA,Illinois Medical District
17031832900,Near West Side,Chicago,Chicago,NA,NA,Near West Side,NA,NA
17031841900,Near West Side,Chicago,Chicago,NA,NA,Near West Side,NA,NA
17031611800,New City,Chicago,Chicago,Lake Township,NA,New City,NA,Back of the Yards
17031610400,New City,Chicago,Chicago,Lake Township,NA,New City,NA,NA
17031843800,New City,Chicago,Chicago,Lake Township,NA,New City,NA,NA
17031611600,New City,Chicago,Chicago,Lake Township,NA,New City,NA,NA
17031611700,New City,Chicago,Chicago,Lake Township,NA,New City,NA,Back of the Yards
17031610300,New City,Chicago,Chicago,Lake Township,NA,New City,NA,Whiskey Point
17031610800,New City,Chicago,Chicago,Lake Township,NA,New City,NA,Canaryville
17031611000,New City,Chicago,Chicago,Lake Township,NA,New City,NA,NA
17031611100,New City,Chicago,Chicago,Lake Township,NA,New City,NA,Back of the Yards
17031611300,New City,Chicago,Chicago,Lake Township,NA,New City,NA,Back of the Yards
17031611400,New City,Chicago,Chicago,Lake Township,NA,New City,NA,Back of the Yards
17031611500,New City,Chicago,Chicago,Lake Township,NA,New City,NA,NA
17031611900,New City,Chicago,Chicago,Lake Township,NA,New City,NA,NA
17031612000,New City,Chicago,Chicago,Lake Township,NA,New City,NA,NA
17031612100,New City,Chicago,Chicago,Lake Township,NA,New City,NA,NA
17031611200,New City,Chicago,Chicago,Lake Township,NA,New City,NA,Whiskey Point
17031842600,New City,Chicago,Chicago,Lake Township,NA,New City,NA,NA
17031612200,New City,Chicago,Chicago,Lake Township,NA,New City,NA,NA
17031808200,Niles,Suburban Cook County,NA,Niles Township,Niles,NA,NA,NA
17031805402,Niles,Suburban Cook County,NA,Maine Township,Niles,NA,NA,NA
17031806004,Niles,Suburban Cook County,NA,Maine Township,Niles,NA,NA,NA
17031805201,Niles,Suburban Cook County,NA,Maine Township,Niles,NA,NA,NA
17031805401,Niles,Suburban Cook County,NA,Maine Township,Niles,NA,NA,NA
17031808100,Niles,Suburban Cook County,NA,Niles Township,Niles,NA,NA,NA
17031806006,Niles,Suburban Cook County,NA,Maine Township,NA,NA,NA,NA
17031770902,Norridge,Suburban Cook County,NA,Norwood Park Township,Norridge,O'Hare,NA,NA
17031810501,Norridge,Suburban Cook County,NA,Norwood Park Township,Norridge,NA,NA,NA
17031810502,Norridge,Suburban Cook County,NA,Norwood Park Township,Norridge,NA,NA,NA
17031050200,North Center,Chicago,Chicago,Lake View Township,NA,North Center,NA,Cuyler
17031050300,North Center,Chicago,Chicago,Jefferson Township,NA,North Center,NA,Cuyler
17031050600,North Center,Chicago,Chicago,Lake View Township,NA,North Center,NA,NA
17031050500,North Center,Chicago,Chicago,Lake View Township,NA,North Center,NA,Cuyler
17031050700,North Center,Chicago,Chicago,Lake View Township,NA,North Center,NA,NA
17031050900,North Center,Chicago,Chicago,Lake View Township,NA,North Center,NA,Bricktown
17031051000,North Center,Chicago,Chicago,Lake View Township,NA,North Center,NA,Bricktown
17031051100,North Center,Chicago,Chicago,Lake View Township,NA,North Center,NA,Hamlin Park
17031051200,North Center,Chicago,Chicago,Lake View Township,NA,North Center,NA,Hamlin Park
17031050800,North Center,Chicago,Chicago,Lake View Township,NA,North Center,NA,Hamlin Park
17031051400,North Center,Chicago,Chicago,Lake View Township,NA,North Center,NA,Hamlin Park
17031051300,North Center,Chicago,Chicago,Lake View Township,NA,North Center,NA,Bricktown
17031050100,North Center,Chicago,Chicago,Lake View Township,NA,North Center,NA,Cuyler
17031843700,North Center,Chicago,Chicago,Jefferson Township,NA,North Center,NA,NA
17031290900,North Lawndale,Chicago,Chicago,NA,NA,North Lawndale,NA,NA
17031291200,North Lawndale,Chicago,Chicago,NA,NA,North Lawndale,NA,NA
17031292200,North Lawndale,Chicago,Chicago,NA,NA,North Lawndale,NA,NA
17031292400,North Lawndale,Chicago,Chicago,NA,NA,North Lawndale,NA,NA
17031292500,North Lawndale,Chicago,Chicago,NA,NA,North Lawndale,NA,NA
17031841500,North Lawndale,Chicago,Chicago,NA,NA,North Lawndale,NA,NA
17031838700,North Lawndale,Chicago,Chicago,NA,NA,North Lawndale,NA,NA
17031841600,North Lawndale,Chicago,Chicago,NA,NA,North Lawndale,NA,NA
17031841400,North Lawndale,Chicago,Chicago,NA,NA,North Lawndale,NA,NA
17031291600,North Lawndale,Chicago,Chicago,NA,NA,North Lawndale,NA,NA
17031843300,North Lawndale,Chicago,Chicago,NA,NA,North Lawndale,NA,NA
17031843000,North Lawndale,Chicago,Chicago,NA,NA,North Lawndale,NA,NA
17031843100,North Lawndale,Chicago,Chicago,NA,NA,North Lawndale,NA,NA
17031838600,North Lawndale,Chicago,Chicago,NA,NA,North Lawndale,NA,NA
17031843400,North Lawndale,Chicago,Chicago,NA,NA,North Lawndale,NA,NA
17031844700,North Lawndale,Chicago,Chicago,NA,NA,North Lawndale,NA,NA
17031130200,North Park,Chicago,Chicago,Jefferson Township,NA,North Park,NA,NA
17031130100,North Park,Chicago,Chicago,Jefferson Township,NA,North Park,NA,NA
17031130300,North Park,Chicago,Chicago,Jefferson Township,NA,North Park,NA,NA
17031831800,North Park,Chicago,Chicago,Jefferson Township,NA,North Park,NA,NA
17031815600,North Riverside,Suburban Cook County,NA,Riverside Township,NA,NA,North Riverside,NA
17031801605,Northbrook,Suburban Cook County,NA,Northfield Township,Northbrook,NA,NA,NA
17031801701,Northbrook,Suburban Cook County,NA,Northfield Township,Northbrook,NA,NA,NA
17031801702,Northbrook,Suburban Cook County,NA,Northfield Township,Northbrook,NA,NA,NA
17031801500,Northbrook,Suburban Cook County,NA,Northfield Township,NA,NA,NA,NA
17031801606,Northbrook,Suburban Cook County,NA,Northfield Township,Northbrook,NA,NA,NA
17031801601,Northbrook,Suburban Cook County,NA,Northfield Township,Northbrook,NA,NA,NA
17031801800,Northfield,Suburban Cook County,NA,Northfield Township,NA,NA,Northfield,NA
17031800800,Northfield,Suburban Cook County,NA,New Trier Township,NA,NA,Northfield,NA
17031811702,Northlake,Suburban Cook County,NA,Leyden Township,Northlake,NA,NA,NA
17031816700,Northlake,Suburban Cook County,NA,Proviso Township,Northlake,NA,NA,NA
17031811800,Northlake,Suburban Cook County,NA,Leyden Township,Northlake,NA,NA,NA
17031100200,Norwood Park,Chicago,Chicago,Jefferson Township,NA,Norwood Park,NA,NA
17031100500,Norwood Park,Chicago,Chicago,Jefferson Township,NA,Norwood Park,NA,NA
17031810600,Norwood Park,Suburban Cook County,NA,Norwood Park Township,NA,Norwood Park,Harwood Heights,NA
17031100100,Norwood Park,Chicago,Chicago,Jefferson Township,NA,Norwood Park,NA,NA
17031100300,Norwood Park,Chicago,Chicago,Jefferson Township,NA,Norwood Park,NA,NA
17031100400,Norwood Park,Chicago,Chicago,Jefferson Township,NA,Norwood Park,NA,NA
17031100600,Norwood Park,Chicago,Chicago,Jefferson Township,NA,Norwood Park,NA,NA
17031100700,Norwood Park,Chicago,Chicago,Jefferson Township,NA,Norwood Park,NA,NA
17031770901,Norwood Park,Suburban Cook County,NA,Norwood Park Township,NA,Norwood Park,Harwood Heights,NA
17031980000,O'Hare,Chicago,Chicago,Jefferson Township,NA,O'Hare,NA,NA
17031760801,O'Hare,Chicago,Chicago,Jefferson Township,NA,O'Hare,NA,NA
17031760803,O'Hare,Chicago,Chicago,Jefferson Township,NA,O'Hare,NA,NA
17031760802,O'Hare,Chicago,Chicago,Jefferson Township,NA,O'Hare,NA,NA
17031825302,Oak Forest,Suburban Cook County,NA,Bremen Township,NA,NA,NA,NA
17031824506,Oak Forest,Suburban Cook County,NA,Bremen Township,Oak Forest,NA,NA,NA
17031824602,Oak Forest,Suburban Cook County,NA,Bremen Township,Oak Forest,NA,NA,NA
17031825200,Oak Forest,Suburban Cook County,NA,Bremen Township,Oak Forest,NA,NA,NA
17031825000,Oak Forest,Suburban Cook County,NA,Bremen Township,Oak Forest,NA,NA,NA
17031824505,Oak Forest,Suburban Cook County,NA,Bremen Township,Oak Forest,NA,NA,NA
17031824508,Oak Forest,Suburban Cook County,NA,Bremen Township,Oak Forest,NA,NA,NA
17031824509,Oak Forest,Suburban Cook County,NA,Bremen Township,Oak Forest,NA,NA,NA
17031822400,Oak Lawn,Suburban Cook County,NA,Worth Township,Oak Lawn,NA,NA,NA
